date,regn,Assets,Loans_Total_Net,Loans_LLP,Equity,Net_Income_Current,Client_Deposits,Net_Interest_Income,month,flag_equity_negative,flag_loans_negative,flag_deposits_negative,flag_assets_negative,flag_llp_exceeds_net,flag_llp_positive_sign,profit_month,profit_12m,equity_avg_13,equity_any_neg_in_window,ROE_12m,ROE_12m_flow_check,loans_avg_Q,loans_any_neg_in_Q,LoanYield_3m,Loans_Gross,LDR,flag_roe_outlier,flag_yield_outlier,flag_ldr_outlier
2021-10-01,bank_15,1277595.8,818771.7,-29953.7,147723.1,24855.4,1040810.7,14447.1,10,False,False,False,False,False,False,2650.5,35193.100000000006,147408.53846153847,False,0.23874532891581798,1.3348276975918836,797391.6000000001,False,0.07247179428526711,848725.3999999999,0.8154464591880156,False,False,False
2021-11-01,bank_15,1291592.0,828849.4,-27860.0,149366.4,27146.9,1033519.2,,11,False,False,False,False,False,False,2291.5,33416.9,146915.60769230768,False,0.2274564324709911,1.3479854394692004,813015.5,False,,856709.4,0.8289245134488068,False,False,False
2021-12-01,bank_15,1327215.3,856476.2,-28066.2,152570.0,30260.6,1064711.8,,12,False,False,False,False,False,False,3113.699999999997,35887.1,146356.93076923076,False,0.245202600323624,1.3787211780094408,827684.425,False,,884542.3999999999,0.8307810620676881,False,False,False
2022-01-01,bank_15,1387754.6,857480.5,-28145.1,146692.7,33783.7,1104487.5,14545.1,1,False,False,False,False,False,False,3523.0999999999985,33783.7,145289.26153846152,False,0.2325271643772286,1.4001537198683327,840394.45,False,0.0692298717584344,885625.6,0.8018430267431728,False,False,False
2022-02-01,bank_15,1397385.1,895087.2,-29151.3,146902.5,1886.4,1126902.3,,2,False,False,False,False,False,False,1886.4,34450.399999999994,145199.21538461538,False,0.23726299008396842,1.405613656102613,859473.325,False,,924238.5,0.8201584999870885,False,False,False
2022-03-01,bank_15,1765473.1,902049.8,-30253.3,141050.0,123.1,1416342.8,,3,False,False,False,False,False,False,-1763.3000000000002,31729.999999999996,144614.5153846154,False,0.2194108932676031,1.3970955782872523,877773.425,False,,932303.1000000001,0.6582467888423622,False,False,False
2022-04-01,bank_15,1595729.8,855168.3,-34610.1,144367.8,3926.3,1322222.0,15515.3,4,False,False,False,False,False,False,3803.2000000000003,31924.499999999996,144219.9846153846,False,0.2213597518065084,1.3880260806701386,877446.45,False,0.07072933054775024,889778.4,0.672941760158279,False,False,False
2022-05-01,bank_15,1617147.9,774859.1,-31770.7,161537.9,20346.7,1352641.8,,5,False,False,False,False,False,False,16420.4,44047.399999999994,144871.96153846153,False,0.30404365021526963,1.45262615184602,856791.1,False,,806629.7999999999,0.5963365911063815,False,False,False
2022-06-01,bank_15,1720650.6,719382.6,-30268.2,174196.5,32445.0,1429791.1,,6,False,False,False,False,False,False,12098.3,54065.899999999994,148034.21538461538,False,0.36522570042019387,1.5586058898649626,812864.95,False,,749650.7999999999,0.5243079216257535,False,False,False
2022-07-01,bank_15,1765389.5,665302.5,-31970.8,181541.4,39500.7,1449726.5,16624.5,7,False,False,False,False,False,False,7055.699999999997,58527.399999999994,151602.06923076924,False,0.38605937436717547,1.6851399278140562,753678.125,False,0.0882312990044656,697273.3,0.48096885860884797,False,False,False
2022-08-01,bank_15,2001335.6,665568.9,-31369.3,193709.4,51280.6,1642508.5,,8,False,False,False,False,False,False,11779.900000000001,66073.29999999999,155908.73076923078,False,0.4237947398712313,1.8456971497377532,706278.275,False,,696938.2000000001,0.4243132988352877,False,False,False
2022-09-01,bank_15,1750176.4,647077.3,-32633.4,211961.0,69213.2,1397682.4,,9,False,False,False,False,False,False,17932.6,80792.0,161293.0,False,0.5009020850253886,2.0755308661876213,674332.825,False,,679710.7000000001,0.486312698793374,False,False,False
2022-10-01,bank_15,1654714.0,626217.7,-33218.2,229416.8,86413.9,1280843.6,17949.2,10,False,False,False,False,False,False,17200.699999999997,95342.19999999998,167771.96153846153,False,0.5682844685471647,2.362296395450693,651041.6,False,0.11027989609266137,659435.8999999999,0.5148449818541466,False,False,False
2022-11-01,bank_15,1648706.0,621028.1,-33189.5,245564.7,102753.8,1272122.4,,11,False,False,False,False,False,False,16339.900000000009,109390.6,175298.23846153848,False,0.6240256659738254,2.6921776518795153,639973.0,False,,654217.6,0.5142725259770601,False,False,False
2022-12-01,bank_15,1690906.0,596500.1,-32723.2,255294.1,112205.0,1301327.1,,12,False,False,False,False,False,False,9451.199999999997,115728.1,183446.52307692307,False,0.6308546930130299,3.0192908031718155,622705.8,False,,629223.2999999999,0.48352431913544247,False,False,False
2023-01-01,bank_15,1812909.5,582193.8,-41260.1,267399.6,123781.2,1399499.9,20457.7,1,False,False,False,False,False,False,11576.199999999997,123781.19999999998,192279.56923076924,False,0.6437563829334401,3.348644385754973,606484.9249999999,False,0.1349263545173856,623453.9,0.4454833473014182,False,False,False
2023-02-01,bank_15,1879061.8,568640.2,-42473.7,279154.1,11546.3,1455566.0,,2,False,False,False,False,False,False,11546.3,133441.1,202468.90769230766,False,0.6590695900962269,3.2278328927085407,592090.55,False,,611113.8999999999,0.4198462316377271,False,False,False
2023-03-01,bank_15,2031578.0,569534.3,-41113.4,294019.6,26865.6,1583775.9,,3,False,False,False,False,False,False,15319.3,150523.69999999998,213785.60769230768,False,0.7040871535966172,3.1820584525928193,579217.1,False,,610647.7000000001,0.3855644602244548,False,False,False
2023-04-01,bank_15,1976087.9,552707.4,-57060.9,290456.4,23009.4,1551609.1,21920.7,4,False,False,False,False,False,False,-3856.199999999997,142864.3,225278.40769230766,False,0.6341677458726028,3.1044315660966926,568268.925,False,0.15429807287104427,609768.3,0.392990927934104,False,False,False
2023-05-01,bank_15,1960284.2,554932.9,-57935.5,296055.0,28323.8,1522534.9,,5,False,False,False,False,False,False,5314.399999999998,131758.3,236946.65384615384,False,0.5560673588813321,2.9852225744418615,561453.7000000001,False,,612868.4,0.4025315938570604,False,False,False
2023-06-01,bank_15,1917162.9,535379.2,-54497.4,307287.0,39374.1,1476274.6,,6,False,False,False,False,False,False,11050.3,130710.3,248158.12307692308,False,0.5267218271129611,2.8782761214654826,553138.45,False,,589876.6,0.3995710554120486,False,False,False
2023-07-01,bank_15,1948401.3,542661.8,-54393.2,318454.3,50913.4,1503776.0,20860.2,7,False,False,False,False,False,False,11539.300000000003,135193.90000000002,259254.87692307692,False,0.5214710002933259,2.7990998997303933,546420.3250000001,False,0.15270442218634528,597055.0,0.39703719170940355,False,False,False
2023-08-01,bank_15,2002142.1,544738.6,-51727.5,332314.8,65161.0,1554930.4,,8,False,False,False,False,False,False,14247.599999999999,137661.6,270852.8307692308,False,0.5082523952547833,2.730489092174609,544428.125,False,,596466.1,0.38359665487278405,False,False,False
2023-09-01,bank_15,1987977.7,533620.5,-51866.9,333706.1,68143.3,1533073.6,,9,False,False,False,False,False,False,2982.300000000003,122711.29999999999,281621.8076923077,False,0.4357308157544071,2.6222784593686543,539100.025,False,,585487.4,0.38190429996315894,False,False,False
2023-10-01,bank_15,1994611.6,521697.4,-50096.8,344853.5,81242.5,1461266.2,25598.8,10,False,False,False,False,False,False,13099.199999999997,118609.80000000002,291844.3076923077,False,0.40641464258076493,2.512707565888661,535679.575,False,0.19115009191828905,571794.2000000001,0.3913005036317134,False,False,False
2023-11-01,bank_15,1880385.6,490706.8,-45502.7,356046.3,93518.7,1411162.8,,11,False,False,False,False,False,False,12276.199999999997,114546.09999999998,301585.03846153844,False,0.3798136027713066,2.400929116688736,522690.825,False,,536209.5,0.37997706572197054,False,False,False
2023-12-01,bank_15,1785010.4,476271.8,-46175.7,364730.0,100928.2,1320061.2,,12,False,False,False,False,False,False,7409.5,112504.4,310751.6,False,0.3620396483879729,2.2938176344063876,505574.125,False,,522447.5,0.39577521102809476,False,False,False
2024-01-01,bank_15,1803527.5,455262.4,-44759.9,373306.5,109467.8,1301362.1,27465.3,1,False,False,False,False,False,False,8539.600000000006,109467.79999999999,319829.47692307696,False,0.3422692650256511,2.1839578600442655,485984.6,False,0.22605901503874815,500022.30000000005,0.3842299541380527,False,False,False
2024-02-01,bank_15,1833113.7,449769.2,-44359.8,387471.7,11984.9,1326188.3,,2,False,False,False,False,False,False,11984.9,109906.40000000001,329065.7923076923,False,0.33399521484515854,2.1239907530299122,468002.55000000005,False,,494129.0,0.37259339416582093,False,False,False
2024-03-01,bank_15,1829204.9,451095.6,-45181.1,395724.0,20656.1,1308054.5,,3,False,False,False,False,False,False,8671.199999999999,103258.3,338032.7076923077,False,0.30546836933303584,2.0492786178269684,458099.75,False,,496276.69999999995,0.3794006289493289,False,False,False
2024-04-01,bank_15,1848292.6,439243.7,-47498.6,402608.0,28382.9,1328256.5,30680.4,4,False,False,False,False,False,False,7726.800000000003,114841.3,346385.6615384615,False,0.3315417257456207,2.0153741263406357,448842.725,False,0.27341782135379383,486742.3,0.3664520369371428,False,False,False
2024-05-01,bank_15,1865892.2,429567.9,-45827.7,412483.5,38749.0,1310095.4,,5,False,False,False,False,False,False,10366.099999999999,119893.0,355772.36153846147,False,0.33699357499708066,1.991503490985496,442419.10000000003,False,,475395.60000000003,0.3628709787088788,False,False,False
2024-06-01,bank_15,1861057.3,428532.4,-45380.7,418393.6,48644.1,1301732.2,,6,False,False,False,False,False,False,9895.099999999999,118737.8,365183.02307692304,False,0.3251460021321659,1.9655675500796832,437109.9,False,,473913.10000000003,0.3640634379329328,False,False,False
2024-07-01,bank_15,1798459.6,397547.3,-43916.4,430020.4,62253.1,1218234.3,30674.2,7,False,False,False,False,False,False,13609.0,120807.5,374624.05384615384,False,0.3224766235902508,1.9463021461495131,423722.825,False,0.2895685404721825,441463.7,0.3623799625408675,False,False,False
2024-08-01,bank_15,1760883.8,379920.4,-45158.0,437826.1,70172.1,1165315.6,,8,False,False,False,False,False,False,7919.000000000007,114478.9,383806.5,False,0.29827243676175363,1.912793816675851,408892.00000000006,False,,425078.4,0.364775344979506,False,False,False
2024-09-01,bank_15,1643584.4,358992.5,-45787.1,447163.7,80241.9,1039027.9,,9,False,False,False,False,False,False,10069.799999999988,121566.4,392641.03076923074,False,0.309612064133585,1.9005688186433902,391248.15,False,,404779.6,0.3895752943689,False,False,False
2024-10-01,bank_15,1666555.9,334518.4,-45703.5,460253.1,93738.3,1040090.2,36002.8,10,False,False,False,False,False,False,13496.400000000009,121963.6,402375.4153846154,False,0.3031089756898284,1.8856447759730848,367744.65,False,0.39160651283438114,380221.9,0.3655662749250017,False,False,False
2024-11-01,bank_15,1621270.3,324570.5,-44361.2,466326.0,105410.7,991989.5,,11,False,False,False,False,False,False,11672.399999999994,121359.80000000002,411719.45384615386,False,0.2947633367000147,1.871733513685168,349500.45,False,,368931.7,0.371910892201984,False,False,False
2024-12-01,bank_15,1664813.6,312950.1,-44173.9,474686.8,114992.0,1017869.1,,12,False,False,False,False,False,False,9581.300000000003,123531.6,420845.6461538462,False,0.29353184743377686,1.8645622383678986,332757.875,False,,357124.0,0.35085454504906377,False,False,False
2025-01-01,bank_15,1722469.0,315589.6,-26992.3,493393.3,124492.2,1039792.9,46849.5,1,False,False,False,False,False,False,9500.199999999997,124492.20000000001,430742.8230769231,False,0.2890174678029816,1.8566004055212884,321907.14999999997,False,0.5821492315408341,342581.89999999997,0.32947128221398697,False,True,False
2025-02-01,bank_15,1693680.7,307182.8,-26940.5,504796.2,10379.7,1027938.8,,2,False,False,False,False,False,False,10379.7,122887.0,440857.4153846154,False,0.2787454530912,1.8103633332416702,315073.25,False,,334123.3,0.3250420161200258,False,False,False
2025-03-01,bank_15,1665002.9,288840.7,-36462.3,512849.7,18036.2,1009832.0,,3,False,False,False,False,False,False,7656.5,121872.3,450501.8769230769,False,0.2705256209638604,1.7657910893361939,306140.8,False,,325303.0,0.3221357611959217,False,False,False
2025-04-01,bank_15,1654184.5,283050.3,-35544.0,496897.6,1382.3,992483.6,45803.0,4,False,False,False,False,False,False,-16653.9,97491.59999999999,458284.46153846156,False,0.21273162889424738,1.6768877509400442,298665.85,False,0.6134347130748293,318594.3,0.321007117900991,False,True,False
2025-05-01,bank_15,1597927.0,270676.5,-35828.1,507213.8,11178.2,977612.1,,5,False,False,False,False,False,False,9795.900000000001,96921.40000000001,466331.06153846154,False,0.2078381819136151,1.5888300418068786,287437.575,False,,306504.6,0.31352373809612216,False,False,False
2025-06-01,bank_15,1602303.3,257338.5,-34427.1,516642.5,18473.3,995677.1,,6,False,False,False,False,False,False,7295.0999999999985,94321.4,474343.2923076923,False,0.19884628185870187,1.4983873737144737,274976.5,False,,291765.6,0.29303234954384305,False,False,False
2025-07-01,bank_15,1726438.6,241785.5,-34010.6,574009.7,73341.6,1020898.8,42555.6,7,False,False,False,False,False,False,54868.3,135580.7,486313.7615384615,False,0.27879264524838504,1.484306135439088,263212.7,False,0.646710436084581,275796.1,0.2701502832602017,False,True,False
2025-08-01,bank_15,1719716.9,240247.9,-34018.0,583723.9,81391.0,1010719.0,,8,False,False,False,False,False,False,8049.399999999994,135711.09999999998,498137.10769230773,False,0.27243724248671475,1.4715976559064121,252512.1,False,,274265.9,0.2713572219380461,False,False,False
2025-09-01,bank_15,1711640.7,233983.0,-34171.7,592171.3,89496.5,990293.4,,9,False,False,False,False,False,False,8105.5,133746.8,510009.8153846153,False,0.262243580349796,1.4554857134272954,243338.725,False,,268154.7,0.2707830830741677,False,False,False
2025-10-01,bank_15,1768729.4,228307.7,-35737.2,598402.9,97022.4,1034849.2,38428.3,10,False,False,False,False,False,False,7525.899999999994,127776.29999999997,521643.60000000003,False,0.24494942523976132,1.4293209003235157,236081.025,False,0.6511035776805867,264044.9,0.255153021329098,False,True,False
2025-11-01,bank_15,1769854.4,222134.3,-35132.2,605395.7,103895.1,1029850.9,,11,False,False,False,False,False,False,6872.700000000012,122976.6,532808.4153846153,False,0.23080829140288184,1.3965254273674994,231168.225,False,,257266.5,0.24980946270960194,False,False,False
2025-12-01,bank_15,1795458.9,217886.0,-35336.7,633646.2,131615.7,1039053.6,,12,False,False,False,False,False,False,27720.600000000006,141115.9,545679.2,False,0.25860597215360237,1.3940502038560385,225577.75,False,,253222.7,0.2437051370593394,False,False,False
2026-01-01,bank_15,1758992.5,199651.3,-22107.1,568500.1,65734.1,1048071.9,35860.0,1,False,False,False,False,False,False,-65881.6,65734.1,552895.6076923077,False,0.11889061711733065,1.2695816176399082,216994.82499999998,False,0.6610295890696933,221758.4,0.21158701039499292,False,True,False
2020-01-01,bank_16,2810362.4,1847016.9,-206011.6,152948.2,4251.3,2196040.9,15990.5,1,False,False,False,False,False,False,,,,False,,,,False,,2053028.5,0.9348771691820494,False,False,False
2020-02-01,bank_16,2698906.1,1788100.9,-203601.9,155920.3,2950.6,2130214.9,,2,False,False,False,False,False,False,2950.6,,,False,,,,False,,1991702.7999999998,0.9349774053312649,False,False,False
2020-03-01,bank_16,2741284.6,1812147.3,-203834.3,156370.0,4080.6,2156653.1,,3,False,False,False,False,False,False,1130.0,,,False,,,,False,,2015981.6,0.934773237290689,False,False,False
2020-04-01,bank_16,3097111.2,1944607.8,-204944.1,154619.1,2752.8,2457666.5,14576.2,4,False,False,False,False,False,False,-1327.7999999999997,,,False,,,1847968.225,False,0.03155075894229729,2149551.9,0.87463124065043,False,False,False
2020-05-01,bank_16,2919091.7,1950589.5,-205469.4,154168.5,1907.2,2278566.2,,5,False,False,False,False,False,False,-845.6000000000001,,,False,,,1873861.375,False,,2156058.9,0.9462349173791833,False,False,False
2020-06-01,bank_16,2788135.1,1928474.7,-203031.4,154784.6,2590.3,2159231.2,,6,False,False,False,False,False,False,683.1000000000001,,,False,,,1908954.825,False,,2131506.1,0.9871597353724788,False,False,False
2020-07-01,bank_16,2889637.3,1999098.1,-197961.5,154820.4,2469.1,2240081.2,13672.2,7,False,False,False,False,False,False,-121.20000000000027,,,False,,,1955692.5250000001,False,0.027963905011090636,2197059.6,0.9807946247662808,False,False,False
2020-08-01,bank_16,2932350.9,2025471.3,-201789.8,171493.7,1907.2,2251963.6,,8,False,False,False,False,False,False,-561.8999999999999,,,False,,,1975908.4000000001,False,,2227261.1,0.9890306841549303,False,False,False
2020-09-01,bank_16,2930694.3,2073015.1,-201754.9,172850.0,3175.1,2198912.8,,9,False,False,False,False,False,False,1267.8999999999999,,,False,,,2006514.7999999998,False,,2274770.0,1.0344975935380432,False,False,False
2020-10-01,bank_16,3046794.3,2158071.7,-195751.0,172624.9,2846.1,2346143.9,13429.5,10,False,False,False,False,False,False,-329.0,,,False,,,2063914.0500000003,False,0.026027246628802198,2353822.7,1.0032729450226818,False,False,False
2020-11-01,bank_16,3079664.0,2161631.7,-194235.4,173262.1,3446.9,2392468.3,,11,False,False,False,False,False,False,600.8000000000002,,,False,,,2104547.45,False,,2355867.1,0.9847014900887089,False,False,False
2020-12-01,bank_16,3097788.7,2153300.0,-189933.2,172624.5,2628.4,2347797.8,,12,False,False,False,False,False,False,-818.5,,,False,,,2136504.625,False,,2343233.2,0.99805579509445,False,False,False
2021-01-01,bank_16,3337305.8,2315413.6,-184264.9,180055.2,1947.9,2541550.2,17399.6,1,False,False,False,False,False,False,-680.5,1947.9,163580.11538461538,False,0.011907926555865476,0.1999154965938826,2197104.25,False,0.031677331651422544,2499678.5,0.9835251335975972,False,False,False
2021-02-01,bank_16,3272247.4,2335087.3,-184440.3,179717.7,3604.7,2478199.0,,2,False,False,False,False,False,False,3604.7,2602.0,165639.3076923077,False,0.015708831655065154,0.2013791319507493,2241358.15,False,,2519527.5999999996,1.0166768689681498,False,False,False
2021-03-01,bank_16,3268163.2,2295818.3,-184950.9,177165.6,1595.8,2490943.1,,3,False,False,False,False,False,False,-2008.8999999999999,-536.8999999999999,167273.56153846154,False,-0.00320971225256389,0.18455695996466037,2274904.8,False,,2480769.1999999997,0.9959156433561247,False,False,False
2021-04-01,bank_16,3375426.3,2329921.1,-181116.4,178288.6,4151.8,2627416.3,14297.0,4,False,False,False,False,False,False,2556.0,3346.8999999999996,168959.60769230768,False,0.01980887648659222,0.1909953535093891,2319060.075,False,0.02465999075077863,2511037.5,0.9557059914715457,False,False,False
2021-05-01,bank_16,3430331.8,2366415.1,-181378.9,175260.8,1396.4,2684783.3,,5,False,False,False,False,False,False,-2755.4,1437.1,170547.43076923076,False,0.008426394895063255,0.1862220958518826,2331810.45,False,,2547794.0,0.9489756584823811,False,False,False
2021-06-01,bank_16,3423925.0,2352619.1,-183496.2,175027.6,169.7,2716553.3,,6,False,False,False,False,False,False,-1226.7,-472.7000000000005,172151.97692307693,False,-0.002745829635236882,0.17042557700693534,2336193.4,False,,2536115.3000000003,0.9335783325142195,False,False,False
2021-07-01,bank_16,3379656.3,2360184.7,-184915.0,175739.9,1287.1,2676583.4,16945.3,7,False,False,False,False,False,False,1117.3999999999999,765.8999999999996,173763.92307692306,False,0.0044077043521913665,0.16204226689527038,2352285.0,False,0.02881504579589633,2545099.7,0.9508762925153015,False,False,False
2021-08-01,bank_16,3358412.2,2322669.0,-183294.2,175441.0,1819.0,2694719.5,,8,False,False,False,False,False,False,531.9000000000001,1859.6999999999996,175350.12307692308,False,0.010605638407132347,0.16007345479698729,2350471.975,False,,2505963.2,0.929953266007835,False,False,False
2021-09-01,bank_16,3342425.4,2338855.8,-181969.8,176177.9,2030.0,2665890.8,,9,False,False,False,False,False,False,211.0,802.7999999999997,175710.44615384613,False,0.0045688803231260094,0.15322822626280527,2343582.15,False,,2520825.5999999996,0.9455847178736653,False,False,False
2021-10-01,bank_16,3388461.7,2385338.2,-179821.6,184570.5,2178.3,2666994.5,19669.9,10,False,False,False,False,False,False,148.30000000000018,1280.1,176612.02307692307,False,0.0072480909153192505,0.148664850459044,2351761.9250000003,False,0.03345559733900361,2565159.8000000003,0.9618166816616983,False,False,False
2021-11-01,bank_16,3412968.5,2397428.1,-179383.2,182858.0,2207.6,2651033.7,,11,False,False,False,False,False,False,29.299999999999727,708.5999999999995,177399.1846153846,False,0.003994381380818069,0.14101925019688322,2361072.775,False,,2576811.3000000003,0.9720024683201878,False,False,False
2021-12-01,bank_16,3520327.4,2391842.2,-176092.3,182472.0,3329.7,2804044.7,,12,False,False,False,False,False,False,1122.1,2649.1999999999994,178107.63846153844,False,0.01487415151244107,0.14439582839987902,2378366.075,False,,2567934.5,0.915796563442801,False,False,False
2022-01-01,bank_16,3617070.7,2451759.0,-166601.7,207494.8,5685.0,2919315.8,21826.0,1,False,False,False,False,False,False,2355.3,5685.0,180789.96923076923,False,0.03144532865506153,0.16292441513943762,2406591.875,False,0.03627702765347365,2618360.7,0.8969090291636144,False,False,False
2022-02-01,bank_16,3574868.7,2451212.7,-167784.0,197324.6,-1267.2,2883180.6,,2,False,False,False,False,False,False,-1267.2,813.0999999999997,182118.38461538462,False,0.004464678300969908,0.13498472464445146,2423060.5,False,,2618996.7,0.9083706723054393,False,False,False
2022-03-01,bank_16,3557668.0,2462104.0,-165030.7,199000.3,2504.0,2800564.5,,3,False,False,False,False,False,False,3771.2,6593.199999999999,183601.66153846154,False,0.035910350400716995,0.13884079145253253,2439229.475,False,,2627134.7,0.9380732705852696,False,False,False
2022-04-01,bank_16,3448214.4,2501236.1,-172700.6,198032.4,1527.7,2757261.7,21013.5,4,False,False,False,False,False,False,-976.3,3060.8999999999996,185206.8,False,0.016526930976616408,0.12346900869730487,2466577.95,False,0.03407717157286677,2673936.7,0.969779800009553,False,False,False
2022-05-01,bank_16,3324478.3,2432179.5,-161978.8,207650.1,11160.2,2681586.0,,5,False,False,False,False,False,False,9632.5,15448.8,187465.37692307692,False,0.08240881731637911,0.174064675491462,2461683.075,False,,2594158.3,0.9673970180333578,False,False,False
2022-06-01,bank_16,3279611.7,2391223.2,-158122.2,208292.3,11821.5,2626921.7,,6,False,False,False,False,False,False,661.2999999999993,17336.8,190006.26153846152,False,0.0912433088237497,0.2330602141289757,2446685.7,False,,2549345.4000000004,0.9704687429396925,False,False,False
2022-07-01,bank_16,3254030.8,2422867.3,-157832.1,210281.8,10537.0,2617071.0,9332.3,7,False,False,False,False,False,False,-1284.5,14934.9,192718.12307692308,False,0.0774960847560702,0.2777777156880699,2436876.525,False,0.015318461816607634,2580699.4,0.9861021730018024,False,False,False
2022-08-01,bank_16,3320465.5,2475132.6,-159299.7,217040.6,9117.8,2650826.1,,8,False,False,False,False,False,False,-1419.2000000000007,12983.8,195895.09999999998,False,0.066279350529952,0.3105315038507855,2430350.6500000004,False,,2634432.3000000003,0.993815588280197,False,False,False
2022-09-01,bank_16,3286453.2,2467458.1,-157810.8,216105.2,8133.6,2625937.4,,9,False,False,False,False,False,False,-984.1999999999989,11788.6,199023.11538461538,False,0.05923231568965415,0.33631872293148785,2439170.3000000003,False,,2625268.9,0.9997454242435482,False,False,False
